GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
SLC1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MADD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCIRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPFIBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELPLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC11A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLEC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANSC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRC5D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ART4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHRF1BP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNPTAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLT1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX6A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL12A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTN3A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM14C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERINC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ULBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLP1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BVES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPLD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VNN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR12D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCA1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM30A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC29A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTN2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBEGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THBS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTNL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM172A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNPEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HRH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM162A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL7A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYB561D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PODXL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLSCR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAP70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STEAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTOF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC30A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFEMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL1RL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL18R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL18RAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UXS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KISS1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHCR24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPHS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QSOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MFN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPHN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR89A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD11B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPPR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESYT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC46A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF3R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDSR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLVCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RHOQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPCAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EQTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFSF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLT8D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
